millis,t_s,theta_deg,theta_dot_rads,phi_dot_rads,spin_rpm,v0_ms,altitude_m
0,0.0000,0.0000,0.000000,0.000000,0.000,0.0000,1000.0000
0,0.0001,0.0000,0.000000,0.000000,0.000,-0.0010,1000.0000
1,0.0011,0.0000,0.000000,0.000000,0.000,-0.0110,1000.0000
11,0.0113,0.0000,0.000085,0.000037,0.000,-0.1110,999.9994
113,0.1133,0.1370,0.084242,0.036364,0.347,-1.1086,999.9372
284,0.2836,5.2309,1.262997,0.538362,5.141,-2.7464,999.6080
445,0.4450,29.3334,4.161651,2.205565,21.062,-4.2454,999.0432
550,0.5499,58.5851,4.995088,7.848479,74.947,-5.2254,998.5467
571,0.5709,64.2874,4.402740,11.364681,108.525,-5.4257,998.4350
592,0.5919,68.8910,3.113118,16.337223,156.009,-5.6272,998.3190
632,0.6315,71.2191,-1.239524,19.492827,186.143,-6.0085,998.0886
669,0.6694,65.1948,-3.756162,11.130775,106.291,-6.3705,997.8540
705,0.7048,57.0067,-4.094445,6.961109,66.474,-6.7010,997.6225
760,0.7597,45.7633,-2.782410,5.250512,50.139,-7.1898,997.2410
842,0.8421,41.0003,0.834179,6.830765,65.229,-7.8769,996.6202
902,0.9018,47.2246,2.432861,10.318144,98.531,-8.3708,996.1351
953,0.9529,53.3325,1.260571,14.565209,139.087,-8.8055,995.6968
995,0.9948,53.4842,-1.168252,15.443507,147.475,-9.1640,995.3204
1034,1.0338,49.0086,-2.560158,13.637727,130.231,-9.4860,994.9567
1080,1.0799,42.4111,-2.097235,12.347916,117.914,-9.8394,994.5104
1131,1.1305,38.8614,-0.303221,13.295910,126.967,-10.1953,994.0033
1169,1.1688,39.3770,0.615211,15.236593,145.499,-10.4548,993.6078
1207,1.2072,40.6578,0.328212,17.476386,166.887,-10.7130,993.2023
1250,1.2496,39.8341,-1.074828,18.817716,179.696,-10.9929,992.7414
1290,1.2903,36.1021,-1.924510,18.834581,179.857,-11.2408,992.2894
1332,1.3321,31.8010,-1.467702,19.197589,183.323,-11.4669,991.8141
1374,1.3737,29.4974,-0.490366,20.632911,197.030,-11.6682,991.3327
1408,1.4075,28.9686,-0.175428,22.301492,212.964,-11.8216,990.9359
1441,1.4413,28.3449,-0.569038,23.861997,227.865,-11.9679,990.5339
1483,1.4833,25.9974,-1.325328,25.126015,239.936,-12.1338,990.0281
1523,1.5233,22.8125,-1.291504,26.106052,249.294,-12.2695,989.5400
1566,1.5657,20.5194,-0.560182,27.667534,264.205,-12.3930,989.0166
1598,1.5977,19.8696,-0.229162,29.161105,278.468,-12.4775,988.6195
1630,1.6296,19.3573,-0.408554,30.610087,292.305,-12.5566,988.2197
1670,1.6699,17.8331,-0.871483,32.038397,305.944,-12.6462,987.7115
1707,1.7071,15.9713,-0.758612,33.183597,316.880,-12.7168,987.2393
1744,1.7441,14.9034,-0.244912,34.525091,329.690,-12.7781,986.7678
1770,1.7701,14.7071,-0.069641,35.566224,339.632,-12.8182,986.4351
1796,1.7961,14.5373,-0.203490,36.547219,349.000,-12.8562,986.1013
1829,1.8289,13.8392,-0.522156,37.555354,358.627,-12.8999,985.6791
1861,1.8611,12.8207,-0.505137,38.392213,366.619,-12.9374,985.2637
1892,1.8921,12.2012,-0.173591,39.255602,374.863,-12.9697,984.8622
1915,1.9154,12.1093,0.005535,39.963035,381.619,-12.9926,984.5588
1936,1.9359,12.1188,-0.019227,40.569011,387.406,-13.0119,984.2923
1955,1.9546,12.0282,-0.162267,41.061364,392.107,-13.0286,984.0499
1981,1.9815,11.6053,-0.360932,41.651360,397.741,-13.0509,983.6985
2009,2.0092,11.0302,-0.314535,42.183682,402.824,-13.0713,983.3371
2038,2.0385,10.7089,-0.060627,42.785846,408.575,-13.0910,982.9536
2057,2.0574,10.7099,0.043667,43.201487,412.544,-13.1032,982.7053
2076,2.0764,10.7563,0.020113,43.604745,416.395,-13.1150,982.4569
2098,2.0983,10.6980,-0.124163,44.011814,420.282,-13.1280,982.1699
2125,2.1245,10.3886,-0.259603,44.406207,424.048,-13.1421,981.8246
2150,2.1502,10.0333,-0.190623,44.752929,427.359,-13.1545,981.4878
2179,2.1794,9.8848,0.009138,45.184677,431.482,-13.1676,981.1025
2198,2.1980,9.9302,0.058811,45.472840,434.234,-13.1757,980.8578
2217,2.2166,9.9727,0.005901,45.743100,436.814,-13.1835,980.6130
2243,2.2431,9.8665,-0.143949,46.059697,439.838,-13.1938,980.2634
2269,2.2686,9.6076,-0.179893,46.304096,442.172,-13.2028,979.9262
2293,2.2931,9.4222,-0.069004,46.538758,444.412,-13.2106,979.6030
2314,2.3140,9.4071,0.034609,46.760270,446.528,-13.2169,979.3272
2334,2.3344,9.4669,0.049887,46.980606,448.632,-13.2230,979.0571
2355,2.3547,9.4878,-0.024232,47.175057,450.489,-13.2288,978.7891
2379,2.3786,9.3800,-0.123297,47.356343,452.220,-13.2351,978.4723
2402,2.4022,9.2020,-0.119581,47.505609,453.645,-13.2407,978.1607
2427,2.4266,9.0993,-0.019974,47.670489,455.220,-13.2461,977.8371
2446,2.4461,9.1179,0.043925,47.817494,456.623,-13.2503,977.5781
2465,2.4653,9.1697,0.037819,47.960465,457.989,-13.2543,977.3239
2487,2.4871,9.1752,-0.035089,48.098433,459.306,-13.2586,977.0360
2511,2.5107,9.0763,-0.099052,48.212849,460.399,-13.2629,976.7221
2534,2.5336,8.9528,-0.074194,48.310141,461.328,-13.2667,976.4182
2560,2.5597,8.9070,0.012988,48.435622,462.526,-13.2707,976.0729
2579,2.5794,8.9442,0.043228,48.540638,463.529,-13.2737,975.8114
2599,2.5991,8.9815,0.013927,48.638571,464.464,-13.2766,975.5497
2623,2.6229,8.9531,-0.054081,48.730926,465.346,-13.2799,975.2333
2646,2.6457,8.8615,-0.073773,48.798082,465.987,-13.2827,974.9298
2669,2.6686,8.7900,-0.027687,48.866002,466.636,-13.2853,974.6269
2689,2.6894,8.7901,0.023958,48.939480,467.338,-13.2876,974.3500
2709,2.7087,8.8265,0.034127,49.011423,468.025,-13.2897,974.0941
2729,2.7295,8.8494,-0.001633,49.079888,468.678,-13.2919,973.8174
2753,2.7530,8.8116,-0.049990,49.136527,469.219,-13.2942,973.5048
2775,2.7752,8.7419,-0.050020,49.178733,469.622,-13.2961,973.2092
2798,2.7982,8.7026,-0.005906,49.227692,470.090,-13.2980,972.9030
2818,2.8183,8.7170,0.026486,49.278962,470.579,-13.2996,972.6363
2838,2.8380,8.7485,0.022873,49.329851,471.065,-13.3012,972.3748
2860,2.8600,8.7558,-0.013862,49.376157,471.508,-13.3029,972.0820
2884,2.8842,8.7119,-0.042834,49.411212,471.842,-13.3046,971.7596
2906,2.9062,8.6633,-0.027690,49.439255,472.110,-13.3059,971.4665
2929,2.9292,8.6515,0.009507,49.475926,472.460,-13.3073,971.1606
2950,2.9495,8.6740,0.024159,49.513786,472.822,-13.3085,970.8902
2970,2.9699,8.6954,0.008198,49.548673,473.155,-13.3097,970.6197
2993,2.9929,8.6846,-0.023500,49.577146,473.427,-13.3109,970.3126
3015,3.0148,8.6466,-0.031751,49.595899,473.606,-13.3120,970.0215
3037,3.0371,8.6176,-0.010100,49.616368,473.801,-13.3130,969.7250
3058,3.0582,8.6214,0.014452,49.641908,474.045,-13.3140,969.4443
3078,3.0777,8.6418,0.018072,49.667863,474.293,-13.3148,969.1845
3099,3.0989,8.6540,-0.000659,49.691723,474.521,-13.3157,968.9019
3121,3.1214,8.6378,-0.022204,49.708353,474.680,-13.3166,968.6029
3143,3.1430,8.6081,-0.021414,49.720206,474.793,-13.3174,968.3149
3166,3.1658,8.5928,-0.000350,49.735927,474.943,-13.3182,968.0104
3186,3.1863,8.6026,0.014603,49.754533,475.121,-13.3189,967.7386
3206,3.2064,8.6194,0.011260,49.773325,475.300,-13.3195,967.4696
3229,3.2294,8.6223,-0.007760,49.789278,475.453,-13.3203,967.1641
3253,3.2529,8.6019,-0.019162,49.799046,475.546,-13.3210,966.8510
3275,3.2746,8.5819,-0.010270,49.807409,475.626,-13.3215,966.5616
3296,3.2961,8.5796,0.006236,49.819396,475.740,-13.3221,966.2753
3317,3.3172,8.5924,0.012364,49.833838,475.878,-13.3226,965.9949
3338,3.3380,8.6030,0.003245,49.846585,476.000,-13.3231,965.7169
3361,3.3611,8.5970,-0.011466,49.855509,476.085,-13.3237,965.4099
3383,3.3827,8.5798,-0.013694,49.860726,476.135,-13.3241,965.1220
3405,3.4049,8.5685,-0.002448,49.867454,476.199,-13.3246,964.8254
3426,3.4260,8.5729,0.008421,49.876956,476.290,-13.3250,964.5447
3446,3.4463,8.5838,0.008408,49.887031,476.386,-13.3254,964.2748
3468,3.4680,8.5885,-0.001888,49.895396,476.466,-13.3258,963.9847
3490,3.4898,8.5798,-0.010707,49.900083,476.511,-13.3262,963.6943
3511,3.5114,8.5667,-0.008520,49.903506,476.543,-13.3265,963.4070
3535,3.5354,8.5623,0.002500,49.909587,476.601,-13.3269,963.0866
3556,3.5562,8.5693,0.007864,49.917028,476.673,-13.3272,962.8095
3577,3.5770,8.5772,0.003835,49.924104,476.740,-13.3276,962.5323
3600,3.5998,8.5761,-0.005394,49.929020,476.787,-13.3279,962.2292
3621,3.6214,8.5664,-0.008595,49.931442,476.810,-13.3282,961.9404
3643,3.6434,8.5584,-0.002992,49.934279,476.837,-13.3284,961.6468
3666,3.6656,8.5598,0.004618,49.939224,476.884,-13.3287,961.3513
3686,3.6862,8.5666,0.005753,49.944794,476.938,-13.3289,961.0772
3708,3.7079,8.5707,0.000018,49.949499,476.983,-13.3292,960.7872
3730,3.7303,8.5664,-0.006051,49.952016,477.007,-13.3294,960.4895
3752,3.7519,8.5584,-0.005501,49.953504,477.021,-13.3297,960.2006
3775,3.7752,8.5550,0.000798,49.956288,477.047,-13.3299,959.8910
3796,3.7963,8.5589,0.004802,49.960301,477.086,-13.3301,959.6092
3817,3.8175,8.5642,0.002962,49.964345,477.124,-13.3303,959.3274
3842,3.8424,8.5641,-0.003147,49.967260,477.152,-13.3305,958.9952
3865,3.8653,8.5580,-0.005078,49.968405,477.163,-13.3307,958.6898
3887,3.8874,8.5534,-0.001450,49.969830,477.177,-13.3309,958.3950
3910,3.9100,8.5548,0.003119,49.972635,477.204,-13.3310,958.0937
3931,3.9312,8.5592,0.003369,49.975820,477.234,-13.3312,957.8110
3953,3.9535,8.5613,-0.000498,49.978304,477.258,-13.3314,957.5143
3976,3.9757,8.5582,-0.003827,49.979422,477.268,-13.3315,957.2179
3998,3.9977,8.5535,-0.002900,49.980130,477.275,-13.3316,956.9246
4022,4.0223,8.5523,0.001281,49.981880,477.292,-13.3318,956.5970
4044,4.0439,8.5554,0.003042,49.984282,477.315,-13.3319,956.3085
4066,4.0655,8.5582,0.001086,49.986461,477.336,-13.3321,956.0200
4089,4.0891,8.5573,-0.002354,49.987705,477.347,-13.3322,955.7054
4112,4.1117,8.5535,-0.002865,49.988187,477.352,-13.3323,955.4048
4134,4.1345,8.5513,-0.000208,49.989075,477.361,-13.3324,955.1010
4157,4.1567,8.5527,0.002198,49.990756,477.377,-13.3325,954.8050
4179,4.1786,8.5555,0.001724,49.992597,477.394,-13.3326,954.5134
4203,4.2026,8.5561,-0.001059,49.993876,477.406,-13.3327,954.1924
4225,4.2251,8.5535,-0.002428,49.994303,477.410,-13.3328,953.8921
4248,4.2477,8.5510,-0.001036,49.994758,477.415,-13.3329,953.5918
4271,4.2713,8.5513,0.001348,49.995913,477.426,-13.3330,953.2771
4294,4.2938,8.5536,0.001691,49.997397,477.440,-13.3331,952.9762
4317,4.3167,8.5547,-0.000146,49.998519,477.451,-13.3332,952.6715
4340,4.3398,8.5533,-0.001798,49.998971,477.455,-13.3333,952.3631
4363,4.3627,8.5510,-0.001268,49.999234,477.458,-13.3333,952.0575
4388,4.3883,8.5507,0.000792,50.000048,477.465,-13.3334,951.7172
4411,4.4110,8.5523,0.001432,50.001187,477.476,-13.3335,951.4140
4434,4.4338,8.5535,0.000210,50.002132,477.485,-13.3336,951.1108
4458,4.4582,8.5526,-0.001320,50.002565,477.489,-13.3336,950.7845
4482,4.4818,8.5508,-0.001095,50.002753,477.491,-13.3337,950.4699
4507,4.5067,8.5503,0.000462,50.003309,477.496,-13.3338,950.1387
4530,4.5298,8.5515,0.001147,50.004189,477.505,-13.3338,949.8307
4553,4.5529,8.5526,0.000291,50.004965,477.512,-13.3339,949.5227
4578,4.5780,8.5520,-0.000988,50.005338,477.516,-13.3339,949.1877
4602,4.6024,8.5505,-0.000876,50.005483,477.517,-13.3340,948.8626
4627,4.6272,8.5501,0.000334,50.005902,477.521,-13.3340,948.5311
4651,4.6508,8.5511,0.000898,50.006599,477.528,-13.3341,948.2161
4674,4.6745,8.5520,0.000211,50.007214,477.534,-13.3341,947.9012
4700,4.7001,8.5514,-0.000791,50.007500,477.536,-13.3342,947.5588
4725,4.7252,8.5503,-0.000634,50.007619,477.538,-13.3342,947.2248
4751,4.7509,8.5500,0.000352,50.007986,477.541,-13.3343,946.8816
4775,4.7752,8.5509,0.000682,50.008555,477.547,-13.3343,946.5579
4799,4.7995,8.5515,0.000026,50.009014,477.551,-13.3344,946.2341
4825,4.8253,8.5509,-0.000669,50.009199,477.553,-13.3344,945.8902
4851,4.8507,8.5500,-0.000381,50.009308,477.554,-13.3344,945.5516
4879,4.8785,8.5501,0.000427,50.009678,477.557,-13.3345,945.1799
4906,4.9060,8.5509,0.000396,50.010182,477.562,-13.3345,944.8140
4932,4.9315,8.5510,-0.000276,50.010463,477.565,-13.3346,944.4731
4957,4.9571,8.5503,-0.000526,50.010548,477.566,-13.3346,944.1327
4983,4.9826,8.5498,-0.000033,50.010695,477.567,-13.3346,943.7922
5009,5.0091,8.5502,0.000427,50.011042,477.570,-13.3346,943.4390
5035,5.0354,8.5507,0.000154,50.011395,477.574,-13.3347,943.0878
5065,5.0653,8.5505,-0.000396,50.011565,477.575,-13.3347,942.6895
5094,5.0938,8.5499,-0.000215,50.011647,477.576,-13.3347,942.3095
5122,5.1222,8.5499,0.000281,50.011892,477.578,-13.3348,941.9306
5151,5.1515,8.5504,0.000198,50.012222,477.582,-13.3348,941.5405
5179,5.1791,8.5504,-0.000245,50.012385,477.583,-13.3348,941.1714
5207,5.2067,8.5499,-0.000268,50.012442,477.584,-13.3348,940.8044
5234,5.2342,8.5498,0.000122,50.012588,477.585,-13.3349,940.4373
5262,5.2615,8.5501,0.000249,50.012837,477.587,-13.3349,940.0729
5289,5.2889,8.5503,-0.000061,50.013023,477.589,-13.3349,939.7084
5317,5.3170,8.5500,-0.000262,50.013087,477.590,-13.3349,939.3338
5345,5.3450,8.5497,-0.000023,50.013167,477.591,-13.3349,938.9593
5375,5.3748,8.5499,0.000211,50.013366,477.592,-13.3350,938.5623
5404,5.4044,8.5502,0.000010,50.013551,477.594,-13.3350,938.1676
5435,5.4350,8.5500,-0.000208,50.013622,477.595,-13.3350,937.7592
5466,5.4655,8.5497,-0.000022,50.013689,477.596,-13.3350,937.3527
5497,5.4965,8.5499,0.000167,50.013855,477.597,-13.3350,936.9393
5527,5.5274,8.5501,-0.000011,50.014006,477.599,-13.3350,936.5275
5559,5.5588,8.5499,-0.000164,50.014060,477.599,-13.3350,936.1082
5590,5.5902,8.5497,0.000013,50.014125,477.600,-13.3351,935.6898
5622,5.6218,8.5499,0.000128,50.014268,477.601,-13.3351,935.2688
5653,5.6534,8.5500,-0.000043,50.014380,477.602,-13.3351,934.8479
5685,5.6851,8.5498,-0.000121,50.014418,477.603,-13.3351,934.4240
5717,5.7169,8.5497,0.000044,50.014484,477.603,-13.3351,934.0001
5749,5.7487,8.5499,0.000088,50.014604,477.604,-13.3351,933.5759
5781,5.7805,8.5499,-0.000065,50.014682,477.605,-13.3351,933.1517
5813,5.8129,8.5497,-0.000077,50.014711,477.605,-13.3351,932.7208
5845,5.8452,8.5497,0.000063,50.014780,477.606,-13.3352,932.2898
5879,5.8787,8.5498,0.000040,50.014880,477.607,-13.3352,931.8423
5912,5.9123,8.5498,-0.000080,50.014927,477.607,-13.3352,931.3947
5952,5.9517,8.5497,0.000006,50.014968,477.608,-13.3352,930.8689
5988,5.9877,8.5498,0.000063,50.015055,477.609,-13.3352,930.3890
6023,6.0233,8.5498,-0.000049,50.015113,477.609,-13.3352,929.9142
6058,6.0580,8.5497,-0.000041,50.015134,477.609,-13.3352,929.4525
6093,6.0926,8.5497,0.000054,50.015191,477.610,-13.3352,928.9907
6130,6.1299,8.5498,-0.000003,50.015259,477.611,-13.3352,928.4931
6167,6.1672,8.5497,-0.000054,50.015282,477.611,-13.3352,927.9955
6205,6.2054,8.5496,0.000035,50.015322,477.611,-13.3352,927.4865
6242,6.2421,8.5497,0.000018,50.015382,477.612,-13.3352,926.9969
6279,6.2788,8.5497,-0.000049,50.015406,477.612,-13.3352,926.5073
6321,6.3215,8.5496,0.000024,50.015436,477.612,-13.3352,925.9383
6363,6.3629,8.5497,0.000014,50.015493,477.613,-13.3353,925.3858
6401,6.4012,8.5497,-0.000044,50.015512,477.613,-13.3353,924.8754
6445,6.4445,8.5496,0.000027,50.015538,477.613,-13.3353,924.2975
6483,6.4835,8.5497,0.000012,50.015584,477.614,-13.3353,923.7780
6522,6.5224,8.5496,-0.000039,50.015598,477.614,-13.3353,923.2586
6566,6.5665,8.5496,0.000027,50.015621,477.614,-13.3353,922.6710
6606,6.6062,8.5497,0.000006,50.015660,477.614,-13.3353,922.1413
6646,6.6459,8.5496,-0.000034,50.015669,477.614,-13.3353,921.6115
6689,6.6894,8.5496,0.000028,50.015690,477.615,-13.3353,921.0316
6730,6.7298,8.5497,-0.000000,50.015722,477.615,-13.3353,920.4937
6770,6.7701,8.5496,-0.000028,50.015727,477.615,-13.3353,919.9558
6813,6.8130,8.5496,0.000028,50.015747,477.615,-13.3353,919.3839
6853,6.8533,8.5497,-0.000006,50.015773,477.615,-13.3353,918.8459
6894,6.8937,8.5496,-0.000022,50.015775,477.615,-13.3353,918.3079
6936,6.9364,8.5496,0.000027,50.015794,477.616,-13.3353,917.7382
6976,6.9765,8.5497,-0.000010,50.015814,477.616,-13.3353,917.2035
7017,7.0166,8.5496,-0.000017,50.015814,477.616,-13.3353,916.6688
7060,7.0596,8.5496,0.000024,50.015832,477.616,-13.3353,916.0952
7103,7.1031,8.5496,-0.000016,50.015848,477.616,-13.3353,915.5149
7147,7.1466,8.5496,-0.000005,50.015847,477.616,-13.3353,914.9345
7190,7.1897,8.5496,0.000020,50.015867,477.616,-13.3353,914.3600
7237,7.2367,8.5496,-0.000025,50.015874,477.616,-13.3353,913.7342
7280,7.2796,8.5496,0.000011,50.015876,477.616,-13.3353,913.1611
7323,7.3226,8.5496,0.000009,50.015896,477.617,-13.3353,912.5880
7366,7.3659,8.5496,-0.000023,50.015895,477.617,-13.3353,912.0101
7416,7.4161,8.5496,0.000025,50.015904,477.617,-13.3353,911.3407
7460,7.4597,8.5496,-0.000012,50.015918,477.617,-13.3353,910.7594
7503,7.5033,8.5496,-0.000010,50.015911,477.617,-13.3353,910.1781
7546,7.5462,8.5496,0.000023,50.015926,477.617,-13.3353,909.6057
7596,7.5956,8.5496,-0.000026,50.015931,477.617,-13.3353,908.9470
7639,7.6388,8.5496,0.000010,50.015928,477.617,-13.3353,908.3718
7682,7.6819,8.5496,0.000012,50.015945,477.617,-13.3353,907.7967
7725,7.7247,8.5496,-0.000025,50.015941,477.617,-13.3353,907.2257
7776,7.7757,8.5496,0.000027,50.015945,477.617,-13.3353,906.5458
7823,7.8230,8.5496,-0.000016,50.015958,477.617,-13.3353,905.9150
7866,7.8658,8.5496,-0.000009,50.015947,477.617,-13.3353,905.3437
7907,7.9075,8.5496,0.000027,50.015960,477.617,-13.3353,904.7886
7954,7.9543,8.5496,-0.000027,50.015963,477.617,-13.3353,904.1637
7996,7.9963,8.5496,0.000006,50.015956,477.617,-13.3353,903.6036
8038,8.0383,8.5496,0.000018,50.015972,477.617,-13.3353,903.0434
8081,8.0812,8.5496,-0.000027,50.015968,477.617,-13.3353,902.4722
8124,8.1240,8.5496,0.000016,50.015965,477.617,-13.3353,901.9008
8167,8.1669,8.5496,0.000007,50.015979,477.617,-13.3353,901.3293
8209,8.2094,8.5496,-0.000024,50.015971,477.617,-13.3353,900.7618
8257,8.2568,8.5496,0.000025,50.015975,477.617,-13.3353,900.1303
8300,8.2996,8.5496,-0.000010,50.015984,477.617,-13.3353,899.5592
8342,8.3424,8.5496,-0.000012,50.015973,477.617,-13.3353,898.9882
8385,8.3855,8.5496,0.000024,50.015982,477.617,-13.3353,898.4143
8437,8.4374,8.5496,-0.000027,50.015984,477.617,-13.3353,897.7224
8484,8.4844,8.5496,0.000016,50.015977,477.617,-13.3353,897.0950
8527,8.5274,8.5496,0.000009,50.015992,477.618,-13.3353,896.5217
8569,8.5690,8.5496,-0.000027,50.015983,477.617,-13.3353,895.9664
8616,8.6157,8.5496,0.000027,50.015984,477.617,-13.3353,895.3441
8658,8.6577,8.5496,-0.000007,50.015995,477.618,-13.3353,894.7838
8700,8.6997,8.5496,-0.000018,50.015983,477.617,-13.3353,894.2236
8743,8.7426,8.5496,0.000027,50.015990,477.618,-13.3353,893.6522
8786,8.7856,8.5496,-0.000016,50.015996,477.618,-13.3353,893.0784
8829,8.8286,8.5496,-0.000006,50.015984,477.617,-13.3353,892.5046
8871,8.8712,8.5496,0.000023,50.015995,477.618,-13.3353,891.9369
8918,8.9182,8.5496,-0.000025,50.015994,477.618,-13.3353,891.3097
8961,8.9610,8.5496,0.000010,50.015987,477.617,-13.3353,890.7393
9004,9.0038,8.5496,0.000012,50.016000,477.618,-13.3353,890.1690
9047,9.0469,8.5496,-0.000024,50.015992,477.618,-13.3353,889.5946
9099,9.0986,8.5496,0.000027,50.015993,477.618,-13.3353,888.9040
9146,9.1459,8.5496,-0.000017,50.016001,477.618,-13.3353,888.2736
9189,9.1890,8.5496,-0.000008,50.015988,477.618,-13.3353,887.6993
9231,9.2307,8.5496,0.000026,50.015999,477.618,-13.3353,887.1433
9277,9.2771,8.5496,-0.000027,50.015999,477.618,-13.3353,886.5239
9319,9.3192,8.5496,0.000007,50.015989,477.618,-13.3353,885.9633
